userId,movieId,rating,timestamp
599,2502,4.0,1498499455
413,68157,5.0,1484439867
367,2144,4.0,997812240
309,898,4.5,1126452119
517,2000,1.5,1487957760
381,2161,4.5,1167543075
370,33794,3.0,1159163435
374,434,3.0,849089125
45,1374,3.0,950740839
462,6611,5.0,1293373913
186,919,5.0,1031079112
307,2291,4.0,1186161607
137,588,4.0,1204859525
104,80584,4.0,1293920621
103,4677,4.0,1522172168
21,1704,3.5,1418932074
64,1250,5.0,1161529372
474,4356,3.0,1165540056
491,180231,4.0,1523207493
457,1372,2.0,993610777
28,40414,3.0,1240816043
89,1269,2.5,1520408303
48,1625,4.5,1127128739
217,3347,4.0,955935220
115,1200,5.0,959801035
41,3578,4.0,1458939542
184,159817,5.0,1537094869
462,8949,4.0,1514777356
387,53953,3.0,1183271823
534,2,4.5,1459787996
322,4427,3.5,1217675349
125,155064,2.5,1485508707
249,8972,4.0,1415415413
66,4040,3.0,1113188638
606,53127,3.5,1179671158
419,4878,4.5,1322336739
599,48394,3.0,1498519823
186,2819,4.0,1031073692
111,168418,4.5,1516153655
62,67734,4.0,1523045470
452,1079,5.0,1019585436
553,16,5.0,1219558107
99,344,5.0,829828005
15,50872,3.0,1510577962
387,441,3.5,1094877669
321,500,4.0,843212509
152,60950,3.5,1450867890
414,2890,5.0,961512442
268,2064,2.0,940183286
125,97938,4.0,1474495239
414,3481,5.0,961437877
380,2124,5.0,1493474212
414,3145,4.0,961437549
143,78499,4.0,1444769070
496,3668,3.0,1415165655
57,1544,2.0,965798485
414,7236,3.5,1073681514
149,750,5.0,902084716
572,1396,4.0,945891664
40,158,4.0,832059315
305,4148,3.0,1460303117
212,122922,4.0,1523216918
607,517,4.0,963080345
514,2118,3.5,1535944654
513,457,4.5,1159980582
509,837,3.5,1436027397
346,4973,3.0,1094645854
288,2135,3.0,975691611
417,1704,5.0,1529284319
537,104218,3.5,1424317293
42,3502,5.0,996219275
555,1397,4.0,978749155
2,131724,5.0,1445714851
596,153,2.5,1535711533
597,1945,4.0,940362198
534,519,4.0,1459787997
68,114762,3.5,1532897137
477,1080,4.0,1200940037
603,306,4.0,953925072
160,2210,3.0,981310736
160,2533,1.0,971114256
109,553,5.0,841107923
604,105,2.0,832080193
352,1704,3.5,1493673497
288,912,4.0,976139635
599,1197,3.5,1498501425
73,8961,4.0,1464196975
45,3082,4.0,950718627
390,62374,2.5,1250339052
356,60293,5.0,1229151894
106,31696,2.5,1467360494
313,3930,3.0,1030475668
483,6377,4.5,1178294172
590,2137,3.5,1258426881
282,4007,4.5,1378498025
18,44555,4.0,1485646726
288,3114,4.0,1198509976
240,161,4.0,849122194
294,3175,3.0,966595514
298,62113,1.5,1447517608
509,60760,3.0,1435997374
455,587,5.0,836436412
239,34048,3.5,1221147897
306,97225,3.5,1518380455
381,2005,4.5,1167542517
421,2324,5.0,1311501622
298,4973,3.0,1447584659
151,1073,4.0,855947242
103,2706,3.5,1431957231
177,1073,5.0,1435533672
351,89492,4.0,1326027883
103,1704,4.5,1431957130
482,8917,1.0,1105397453
232,589,4.0,1218165737
33,265,5.0,939646733
482,5501,0.5,1105396802
599,3362,3.5,1498500920
596,162600,3.5,1535827429
560,4144,4.0,1469654607
599,7443,3.5,1519370076
606,2797,3.0,1175636500
54,1,3.0,830247330
428,1020,2.0,1111623927
599,1801,2.5,1498518753
140,3230,4.0,1055092353
219,56171,2.0,1206231900
583,216,4.0,1481474353
288,1747,2.5,1246852265
161,380,3.5,1176751773
211,1210,4.0,1350913053
59,3498,5.0,953608691
354,1722,3.5,1200865334
234,377,4.0,1004408071
160,736,1.0,971115520
111,5110,4.5,1516141326
567,6377,3.0,1525285046
571,2655,2.0,966901253
135,648,4.0,1009692865
517,50160,4.0,1487956380
365,3948,3.0,1488332471
448,924,4.0,1019132961
414,1213,5.0,961516639
249,4306,3.5,1346757652
474,1147,3.0,1201833166
448,114028,4.0,1446293357
414,94959,4.5,1344732732
222,4974,2.5,1391352411
307,8169,3.0,1186084234
292,58293,3.0,1219624889
425,741,2.5,1106482697
474,976,3.0,1100269624
527,30,1.0,1033173581
474,3247,2.0,1046809604
606,1949,4.0,1171376903
27,2161,4.0,965149969
520,33004,4.0,1326687608
566,252,4.0,849006044
475,8965,4.5,1498031404
53,748,5.0,1237748062
51,3,4.0,1230932736
68,3824,2.0,1275957671
480,608,4.0,1179177667
51,2617,0.5,1230932189
263,8370,4.0,1090948073
317,81591,4.0,1430512211
274,60684,4.0,1236554945
326,356,5.0,1322251219
537,6539,5.0,1424317101
277,1073,3.0,861812827
62,187595,4.0,1528934550
288,3688,1.0,975692782
608,6365,5.0,1117408161
352,2340,4.5,1493673890
534,112818,3.5,1459789115
559,344,3.0,845475828
290,1219,5.0,974937993
5,349,3.0,847434832
608,1409,2.5,1117504965
410,4014,3.0,990909993
487,8961,4.0,1428574243
304,640,4.0,914400376
195,1923,3.0,974709882
73,112788,2.5,1464198585
249,522,4.0,1356439335
140,34334,2.5,1124825511
448,157407,1.5,1476469445
249,1089,4.0,1346757745
483,5902,5.0,1312669896
21,122886,4.0,1452051525
572,736,2.0,945888467
35,266,2.0,830939546
527,969,4.0,1033175729
149,849,1.0,902085141
307,55282,3.0,1204234573
292,46530,4.0,1169929506
542,6541,0.5,1163388746
232,51933,2.5,1192670594
603,1500,4.0,963178236
211,79132,4.5,1350912248
177,2059,3.5,1435536323
599,209,2.5,1498518003
217,1833,3.0,955940741
475,1210,5.0,1498029362
351,3863,2.5,1325977875
317,2324,5.0,1430366063
554,2995,1.0,944903769
156,2186,4.0,946798252
199,7445,3.5,1101742892
160,589,5.0,1065992580
68,3977,3.0,1158532030
368,2366,4.0,975828914
489,2340,1.0,1333233107
606,4653,3.0,1209233868
560,7153,4.0,1469647831
416,356,2.5,1187496632
438,6294,2.5,1105664702
372,1204,5.0,874414948
115,2921,5.0,970838955
606,46578,4.0,1174050244
140,1792,3.0,967049059
610,4105,5.0,1479542650
380,96737,5.0,1493420853
414,454,3.0,961437526
474,5218,3.0,1046886657
387,5909,4.0,1155972841
509,74677,4.0,1435999040
142,373,3.0,838934122
219,2231,4.0,1194686752
41,71033,4.0,1459367490
45,8360,5.0,1091305565
247,8961,4.0,1467644301
448,78116,3.5,1313949876
357,678,3.5,1348611091
91,2291,4.0,1112711687
239,32,5.0,1221159452
290,2067,5.0,974942150
318,110102,3.5,1417279828
159,7143,4.0,1508640310
414,33677,3.5,1130096668
475,5418,4.5,1498031707
572,21,5.0,945890765
15,69757,4.0,1299425345
64,1073,4.0,1161520607
474,7208,3.5,1099315939
419,480,3.5,1322379808
313,1073,3.0,1030475426
22,30749,0.5,1268726523
274,1222,4.0,1171172712
446,282,2.0,843839360
105,86628,4.0,1447574292
45,3255,3.0,950740281
474,4027,4.0,1137520956
480,3555,3.5,1179165651
564,89864,3.5,1478452264
43,575,5.0,848994691
232,1270,3.0,1218166307
177,924,1.5,1435890584
168,7934,4.5,1306802281
318,5952,3.5,1278433377
40,272,5.0,832059417
483,3317,5.0,1415578983
89,53578,5.0,1520409144
282,72998,4.0,1378498809
305,7323,5.0,1491172195
495,4958,3.0,1458636285
324,3897,4.0,974906585
453,4448,3.0,1005966021
33,1487,3.0,939716855
51,2097,2.5,1230931323
469,1950,4.0,965845945
448,6659,2.5,1064154371
318,3702,3.5,1266783262
469,2989,3.0,965334356
10,356,3.5,1455301685
534,100163,4.5,1459787997
381,2683,3.0,1165975407
235,356,5.0,841422389
200,3253,4.0,1229886966
52,64620,4.0,1468052051
474,969,5.0,983032364
166,6534,3.0,1189037954
438,6157,4.0,1105665526
146,765,3.0,1312507825
372,1042,2.0,874416949
381,1682,3.5,1200824508
304,1,5.0,881428344
509,33493,3.0,1435992693
20,2116,2.5,1054038315
599,156675,2.0,1498530743
474,926,4.5,1116517487
290,3741,4.0,974938036
256,92259,5.0,1446579969
239,54001,4.0,1221158982
484,455,4.0,1342298116
19,2012,3.0,965703915
86,4886,4.0,1344193067
63,50872,2.5,1443199730
483,104841,5.0,1415577698
5,265,3.0,847435129
596,592,3.5,1535709911
604,165,4.0,832079796
474,5512,3.0,1046809547
91,482,3.5,1112716885
295,44555,5.0,1320064813
474,4226,5.0,990751680
488,26,2.5,1112382126
525,41571,3.5,1476478332
608,3484,3.0,1117506705
387,6645,3.5,1154939090
436,333,3.0,833529821
239,6942,3.5,1221159133
294,333,1.0,966596048
606,39869,4.0,1173570127
432,4993,3.5,1316391569
483,87869,3.5,1415578596
428,2949,3.0,1111524416
182,1243,5.0,1054780345
217,1703,3.0,955945205
132,6593,3.5,1157996808
384,4291,2.0,994038784
469,1370,2.0,965334279
186,648,4.0,1031088055
103,5669,3.0,1431957703
380,1215,5.0,1494035747
590,524,4.5,1258415247
438,8866,3.5,1105654063
414,150,4.0,961517162
385,1219,4.0,865025073
274,2793,3.0,1172007761
339,166643,4.0,1507760159
474,3461,4.0,1094562821
599,74916,2.5,1498517133
318,78209,3.5,1424546891
212,1059,3.0,1500932314
553,1089,4.5,1230773491
514,1644,2.0,1533874765
346,27803,3.5,1125857350
274,1090,4.0,1171943610
304,1372,5.0,891173643
464,6934,4.0,1287400789
62,3948,4.0,1521490259
610,41569,3.5,1493846756
562,2942,4.0,1368896101
325,2583,4.0,1039396768
437,6,5.0,859721015
520,1779,4.0,1326607964
160,519,1.0,971114775
463,356,4.0,1145460298
288,2720,2.0,978467184
275,3551,3.0,1049078222
282,150,4.5,1378490387
274,6541,3.0,1171759426
474,7757,3.0,1084798828
45,3196,4.0,1021412195
241,8973,4.5,1447540720
414,49822,4.0,1178035591
514,2100,2.5,1533873611
477,558,3.0,1200945872
249,6593,3.5,1415415585
474,6881,4.5,1100291676
606,1844,4.0,1171410008
123,112552,3.5,1447291816
414,68319,2.5,1256417416
68,1035,2.0,1158533497
448,73015,2.0,1328979270
297,70,2.0,900871989
122,69481,4.5,1461561728
590,49651,3.0,1258427986
351,5464,4.0,1328889117
125,318,4.0,1474141490
288,412,3.0,976121219
410,4256,3.0,990728101
534,8917,4.0,1459792429
362,60072,3.5,1530637636
91,733,3.0,1112713262
351,92422,3.5,1329655749
608,4019,3.5,1117408552
66,4572,4.0,1113190535
288,44195,4.0,1203019525
249,166528,5.0,1484239767
275,905,3.0,1049079216
29,165,4.0,1362016840
232,34321,3.0,1218167601
489,1073,3.5,1333101432
414,2485,3.0,961437029
534,87232,2.5,1459787998
137,4995,4.0,1204859463
482,2174,4.0,1105396027
599,88129,3.5,1498501748
288,3441,2.0,976138374
111,109483,2.0,1517441274
64,2657,4.0,1161521582
474,5311,3.0,1046886834
368,2409,3.0,975829889
555,2373,3.0,978823795
560,87869,3.5,1478040747
525,7361,3.5,1476477712
483,8368,5.0,1215873244
135,1722,1.0,1009691292
401,53125,3.5,1510449477
19,2478,2.0,965706748
16,68954,4.0,1377477654
18,27878,4.5,1526159893
227,54286,4.5,1447209900
65,64614,4.5,1494802276
144,539,3.0,1137323624
332,31878,4.0,1352674110
562,1968,5.0,1368893928
596,4720,4.5,1535708470
275,4903,4.0,1049077590
22,216,4.0,1268726081
160,2427,5.0,976799005
284,145,3.0,832699698
21,69122,3.5,1500701830
339,4896,2.5,1460183489
64,5673,5.0,1161529296
198,5013,4.0,1034139066
275,1944,4.0,1049078362
331,34319,2.0,1537158344
503,147,5.0,1335214520
605,3081,3.0,1277176058
380,1234,5.0,1493474277
480,880,3.5,1179159617
50,50872,3.0,1514238375
570,1584,4.5,1181477850
177,2141,3.0,1435535781
414,2072,3.0,961596269
160,4643,0.5,1065992210
21,780,3.5,1452052029
28,2706,3.0,1242290771
414,322,5.0,961517791
232,2571,4.5,1141776628
313,5039,4.0,1030475342
477,2300,4.0,1200939263
599,1387,3.5,1498500815
200,1101,4.0,1229887266
555,2367,3.0,978744188
307,7324,3.0,1186173488
414,174055,5.0,1511535784
348,2324,5.0,1378850284
599,2247,3.0,1519231255
22,4017,4.0,1268727100
483,90863,4.0,1327278109
28,52281,2.5,1234338628
51,170,4.0,1230932681
510,1213,3.5,1141160602
57,1939,4.0,965799521
483,1409,1.0,1215896602
239,8368,4.0,1221158422
599,2572,3.0,1498522997
198,32,5.0,1034135531
356,1653,4.5,1229143682
58,480,4.0,847718544
3,72378,0.5,1306464164
608,4178,3.5,1117675125
590,1266,4.5,1258421353
199,2067,4.0,1023654764
330,2871,4.0,1285903219
111,5025,3.0,1516141691
605,4571,3.0,1277176655
438,4736,3.5,1105654406
177,932,5.0,1435720785
368,3922,1.0,971274103
603,928,4.0,954482181
75,2571,1.0,1158967564
387,1094,4.0,1095040674
309,913,4.5,1086563234
509,68135,3.5,1435995648
367,858,5.0,997811235
599,1590,3.0,1498523438
244,3082,5.0,975091915
21,53996,3.5,1468113351
610,3553,2.0,1493849267
463,1690,4.0,1145460012
555,2858,5.0,978744284
45,3489,3.0,959625135
533,83134,5.0,1424754058
580,6502,4.5,1212343035
186,4299,3.0,1031073136
580,7834,0.5,1167790953
474,6062,3.0,1056977202
534,98491,4.0,1459792458
156,2290,1.0,946799715
235,377,5.0,841422446
608,8366,4.0,1117336937
477,1204,4.0,1200940521
438,6709,3.0,1105664714
275,2761,5.0,1049079020
292,8383,1.0,1362267999
177,3565,3.5,1435525602
244,457,5.0,975090685
275,4023,4.0,1049077892
103,55247,5.0,1431969406
590,6365,3.0,1258421238
215,63876,3.5,1260908943
42,2605,4.0,996220405
156,4205,3.5,1106854177
346,2959,3.5,1125857709
267,3578,5.0,959806987
375,32,5.0,1225314381
528,80463,3.5,1391736916
21,72998,4.0,1418847046
275,3852,1.0,1049077765
321,595,3.0,843212424
599,7782,1.5,1519337523
324,3972,5.0,974906585
70,858,5.0,1355198320
274,57528,3.5,1201902115
534,70336,3.0,1459788876
249,78349,4.5,1410911637
160,3793,1.0,971114075
599,33162,3.0,1498523807
177,4447,4.0,1435524527
608,2094,3.0,1117504870
483,7090,5.0,1178358547
484,80241,4.0,1343273610
121,597,3.0,847656027
177,6753,3.5,1435525482
414,2006,2.0,1008691064
27,1022,4.0,965149756
460,34405,5.0,1359177895
425,42728,4.0,1163289050
495,1172,5.0,1458636678
503,481,4.0,1335214442
357,26471,5.0,1348612851
33,1245,5.0,939716472
33,300,3.0,939648134
288,2872,3.0,976138178
249,6377,4.0,1346757834
232,40815,2.5,1133560302
80,1214,5.0,1377308249
581,3147,5.0,1447007136
40,383,3.0,832060108
66,5283,4.0,1113190503
219,2278,3.5,1194827096
125,111743,4.0,1474374125
172,2770,4.0,1238715951
479,2362,4.0,1039361336
430,4446,2.0,995828257
129,4090,4.5,1167378195
559,1183,4.0,865095771
589,736,5.0,856038815
309,30825,3.5,1110393978
448,97870,4.0,1399232826
316,2572,3.0,1111493683
419,6502,3.5,1321757768
525,106696,3.5,1476476140
234,3396,4.0,1004409599
448,74795,3.0,1312638561
62,102125,3.5,1521490450
41,58998,4.0,1459367515
606,7,2.5,1171754710
462,2693,4.5,1201445877
596,71535,3.5,1535827216
405,55247,4.5,1295930432
62,7373,3.0,1525553873
474,8914,4.0,1114175093
604,5,3.0,832080355
282,2478,4.0,1378497173
63,30793,2.5,1443368323
242,292,3.0,834073121
21,1200,2.0,1419795311
117,249,4.0,844163543
608,4678,0.5,1117506202
213,1367,3.5,1316195537
596,27246,4.0,1535832629
469,2204,4.0,965846099
241,86320,4.5,1447540285
132,3262,2.5,1329983495
154,73321,2.5,1486297269
143,47122,4.0,1444880429
538,364,4.5,1307846862
298,2495,2.5,1450452376
247,1089,4.0,1467646501
603,4713,4.0,1000194120
292,500,4.0,1265680410
233,30707,3.5,1448815836
188,1088,4.0,962560253
474,47,4.0,979180247
92,1021,3.0,1294941576
353,32,5.0,831939731
599,68358,3.5,1498501835
380,3821,2.0,1494613262
599,12,1.5,1519181787
354,2949,3.5,1200865477
307,2580,3.0,1186162334
414,3967,4.0,978708313
305,4105,4.0,1524897911
47,105504,3.5,1496210907
603,2111,4.0,953928124
490,81834,3.0,1324376706
282,1136,5.0,1378490033
393,5388,3.0,1430507618
51,610,4.0,1230932587
597,153,3.0,941729824
260,1230,3.5,1109408266
352,3751,3.0,1493673564
274,4369,3.0,1173845712
68,3257,3.5,1158535167
318,7209,4.0,1451770423
169,1962,4.5,1078285345
309,2944,4.0,1126452199
351,344,3.5,1326106788
603,339,3.0,954482597
18,1246,4.0,1455618445
99,253,4.0,829828006
90,608,5.0,856354037
284,338,4.0,832699723
552,1175,4.0,1111473304
555,1135,3.0,978822796
78,546,0.5,1252573361
387,1148,4.0,1094876008
21,4545,4.0,1419025398
68,3911,4.5,1158532890
483,3752,3.5,1415576129
589,454,4.0,856043430
70,1704,4.5,1355185343
608,2161,3.0,1117504685
453,480,4.0,972621826
595,1278,5.0,938807198
474,1683,4.5,1053021220
291,59315,4.0,1453051390
134,296,4.0,832840929
302,21,4.0,854473184
177,2005,2.5,1435534721
308,7451,3.5,1421375236
89,103602,5.0,1520408944
144,27416,4.0,1136812949
217,2796,2.0,955944863
288,1641,4.0,1048089665
153,134853,2.0,1525552523
62,34150,3.0,1525553942
608,595,2.5,1117504304
249,2949,4.0,1346752288
608,4344,4.5,1117408529
328,260,5.0,1494206980
129,30793,3.5,1167376460
354,750,3.0,1200953061
140,3513,3.0,1004036158
448,45186,2.5,1146931490
352,1089,5.0,1493932013
177,41566,3.0,1435524651
19,316,2.0,965703785
584,158,5.0,834987959
68,45501,3.5,1267239173
252,6377,5.0,1498284193
249,168266,4.0,1486944823
391,1285,3.0,1032389568
489,1249,4.0,1335868861
177,84944,2.5,1435529939
489,34520,2.0,1333832934
610,27592,5.0,1479545128
68,111362,3.0,1532897143
486,546,3.0,839537323
199,5500,4.5,1094309746
369,2371,2.5,1236830407
430,1373,2.0,965600256
483,2324,5.0,1178294039
219,60072,3.0,1217436484
525,116823,3.0,1476479834
367,1198,5.0,997811126
288,3552,3.0,975692602
325,2024,3.0,1039396567
559,368,3.0,845476079
215,2248,4.5,1260905468
232,34336,3.0,1182909491
192,356,5.0,835129257
249,56782,5.0,1347317542
111,66203,2.5,1516151398
306,152081,4.0,1518380219
480,4776,4.0,1179163766
384,2701,1.0,996441097
32,272,5.0,856737123
313,3153,5.0,1030475342
202,3654,4.0,974918530
23,858,3.5,1107163336
368,110,4.0,971274692
414,2329,5.0,961516921
103,50872,4.0,1431954362
594,8869,5.0,1108976076
177,2087,4.0,1435535119
100,3536,4.0,1100184302
573,1580,4.5,1187044783
474,7772,3.5,1100292158
217,421,3.0,955942112
51,1090,3.0,1230932491
15,59315,2.0,1510572096
153,2671,1.0,1525550835
182,1370,3.5,1055158327
590,2717,2.5,1258422646
306,166534,4.0,1518327356
22,56788,1.0,1268726902
199,1097,2.0,1094309545
152,85414,3.0,1450867595
376,1479,4.5,1364932724
23,1222,5.0,1107341684
215,1639,3.0,1260909307
524,839,3.0,852404821
517,357,5.0,1487957199
136,196,3.0,832449422
7,8984,4.0,1106636101
160,1483,5.0,976796790
511,5349,3.5,1522156000
18,51540,4.5,1455821297
307,8644,3.0,1189457332
280,1042,4.0,1348532939
509,52973,2.5,1436101720
226,48780,4.0,1162427904
62,86332,4.0,1521490291
381,648,3.0,1164877247
555,1977,3.0,978744919
202,2108,4.0,974923921
555,2393,3.0,978842001
448,78105,1.0,1310497290
21,103339,3.5,1403460758
19,818,4.0,965707552
559,207,4.0,845476370
195,3717,3.0,1008558066
150,36,4.0,854203123
84,1266,4.0,858772543
606,261,3.5,1171757325
610,135803,3.5,1479544160
448,2598,3.0,1019128447
46,266,5.0,834788094
429,282,4.0,828124616
420,750,4.0,1218041771
414,372,4.0,961438579
67,1270,4.5,1501273836
96,110,5.0,964772750
606,8623,3.0,1171822451
89,170993,4.0,1520408948
111,2571,0.5,1516140656
506,62293,4.0,1424487485
599,137345,2.0,1498531283
414,2321,5.0,961438248
136,637,4.0,832449989
469,552,2.0,965334475
111,95720,4.0,1517441434
156,1228,3.0,939884805
27,1101,4.0,965150230
474,1226,2.0,1046875412
57,2791,5.0,965798049
307,5309,1.5,1186173038
95,4262,5.0,1043339870
294,2879,2.0,966595886
328,2571,2.0,1494206984
41,3285,4.0,1458940228
219,5679,2.5,1194932199
414,8985,2.5,1131044357
567,103141,2.5,1525287824
6,195,4.0,845554455
590,31685,3.5,1258419998
483,104303,4.0,1415575688
448,4104,1.0,1028111115
610,6323,3.0,1493849089
294,39,2.0,966595276
17,48394,4.5,1322629142
93,2872,5.0,942946986
105,3462,4.5,1446618508
525,69757,4.0,1476477504
288,3476,4.0,976138615
387,7387,3.5,1166386030
177,4368,2.0,1435525646
477,1517,3.5,1200939952
347,1,5.0,847645986
115,480,5.0,944953733
108,1095,2.0,1042839665
263,36,4.0,940384427
458,208,3.0,845651737
318,128991,4.5,1426937105
111,837,4.0,1518640907
257,1500,2.0,1141625608
354,733,4.0,1200870448
527,4896,5.0,1033174070
610,3703,4.5,1493850272
525,65261,3.0,1476476667
376,2987,4.0,1364994437
62,6365,5.0,1521489359
221,2301,4.5,1111178023
222,1220,5.0,1391349962
175,7169,5.0,1234189772
599,1049,2.0,1498510952
307,1240,2.5,1186161032
64,2167,3.5,1161528879
267,58,5.0,959807857
136,145,3.0,832449655
137,6993,4.5,1204863803
42,433,4.0,996221323
610,6686,1.0,1479542333
528,85342,5.0,1391736410
610,5989,3.5,1493844847
103,2410,4.0,1431969244
393,1214,3.0,1430506219
608,4963,4.5,1117162382
63,344,5.0,1443201075
332,1380,3.5,1352674033
428,1997,2.5,1111623841
232,50601,3.5,1218176215
570,2890,3.5,1181476130
525,3052,4.5,1476477501
398,2144,3.5,1311207340
44,1517,4.0,869252528
249,2706,4.0,1346754947
239,1213,5.0,1221158601
275,1042,3.0,1049076710
387,1207,3.5,1094876849
116,5995,3.5,1337199544
201,2249,3.0,939810775
213,48877,2.5,1316196093
115,2394,3.0,948322747
104,936,3.5,1056228966
111,59022,3.0,1516151566
373,34,4.0,846830015
29,2951,4.5,1307907122
590,2011,3.0,1258420964
199,2336,4.0,976291650
414,2815,2.0,961512658
370,4014,3.0,1159164363
357,2134,3.0,1348609834
599,533,2.5,1498514076
91,8426,4.0,1112712997
382,6218,3.5,1515161056
111,102123,4.5,1516141858
188,1035,5.0,962560143
354,4262,4.5,1200953037
448,77191,2.5,1309605307
318,102407,3.0,1417278660
480,4018,1.5,1179165705
468,1,4.0,831400444
391,306,5.0,1032387534
91,163,5.0,1112712601
610,3916,3.5,1493845124
195,2321,3.0,974709939
414,339,3.0,961438796
125,501,4.5,1474295924
534,136864,1.5,1459787995
587,1614,4.0,953139233
555,499,3.0,978747393
474,1952,4.0,1085403482
462,34528,4.0,1123917109
165,3409,3.0,1046741234
599,2335,1.5,1498505035
137,527,3.5,1204859356
226,2078,3.5,1101193308
414,45635,3.0,1216149238
105,54272,4.0,1446573622
52,8874,5.0,1468051444
29,1201,5.0,1307907031
597,1845,4.0,940362150
151,719,4.0,855947372
290,24,3.0,975032355
111,4890,3.0,1516141155
93,2302,4.0,942767045
363,1961,3.0,1502584555
64,3160,4.0,1161529395
474,25,3.5,1127143175
489,902,5.0,1332706224
137,1580,3.5,1204859475
599,4639,2.0,1498510815
74,4427,3.5,1207501692
535,2700,5.0,939029191
474,6337,3.5,1068663398
221,31692,0.5,1121365317
57,89,2.0,972174827
103,68157,5.0,1440990360
493,2028,4.0,1001562535
177,72011,3.5,1435525028
365,42011,1.0,1491088205
5,39,3.0,847434961
489,8972,3.5,1333022971
112,2028,5.0,1442535853
564,1923,4.0,1478452430
39,1136,4.0,974788244
580,6537,4.0,1167792956
560,88125,3.0,1469648381
274,4226,4.5,1171408958
462,1682,4.0,1123891809
89,102378,4.0,1520409379
226,3988,4.0,1095662411
89,83969,5.0,1520409380
524,368,3.0,851608897
346,4404,4.0,1125857453
130,316,3.0,832589583
175,56949,4.0,1234189781
33,1918,3.0,939716519
47,1203,2.5,1496205502
217,2412,1.0,955941666
387,1198,4.0,1094876512
84,1304,4.0,858772999
506,53125,0.5,1424486935
298,115569,3.0,1447560101
129,2021,3.5,1167375528
474,8119,3.0,1084884411
599,2339,1.5,1519255520
500,543,4.0,1005527784
